"תחנה","תאריך","טמפרטורת מקסימום (C°)","טמפרטורת מינימום (C°)"
"תל-אביב חוף 04/2005-10/2025","19/12/2022","24.6","16.6"
"תל-אביב חוף 04/2005-10/2025","20/12/2022","21.9","13.7"
"תל-אביב חוף 04/2005-10/2025","21/12/2022","21.3","14.4"
"תל-אביב חוף 04/2005-10/2025","22/12/2022","20.7","14.7"
"תל-אביב חוף 04/2005-10/2025","23/12/2022","20.3","14.8"
"תל-אביב חוף 04/2005-10/2025","24/12/2022","16.5","13.2"
"תל-אביב חוף 04/2005-10/2025","25/12/2022","17.4","13.3"
"תל-אביב חוף 04/2005-10/2025","26/12/2022","17.3","12.9"
"תל-אביב חוף 04/2005-10/2025","27/12/2022","17.8","13.3"
"תל-אביב חוף 04/2005-10/2025","28/12/2022","19.6","11.2"
"תל-אביב חוף 04/2005-10/2025","29/12/2022","20.4","11.4"
"תל-אביב חוף 04/2005-10/2025","30/12/2022","20.2","12.8"
"תל-אביב חוף 04/2005-10/2025","31/12/2022","21","13.7"
"תל-אביב חוף 04/2005-10/2025","01/01/2023","19.8","15.6"
"תל-אביב חוף 04/2005-10/2025","02/01/2023","18.7","14.9"
"תל-אביב חוף 04/2005-10/2025","03/01/2023","20.8","14.8"
"תל-אביב חוף 04/2005-10/2025","04/01/2023","19.3","14.3"
"תל-אביב חוף 04/2005-10/2025","05/01/2023","20","12.8"
"תל-אביב חוף 04/2005-10/2025","06/01/2023","18.7","13.8"
"תל-אביב חוף 04/2005-10/2025","07/01/2023","19.2","13.6"
"תל-אביב חוף 04/2005-10/2025","08/01/2023","19.6","12.4"
"תל-אביב חוף 04/2005-10/2025","09/01/2023","18.7","13.7"
"תל-אביב חוף 04/2005-10/2025","10/01/2023","19","11.4"
"תל-אביב חוף 04/2005-10/2025","11/01/2023","21.7","11.3"
"תל-אביב חוף 04/2005-10/2025","12/01/2023","18.6","12.2"
"תל-אביב חוף 04/2005-10/2025","13/01/2023","18.3","12.7"
"תל-אביב חוף 04/2005-10/2025","14/01/2023","18.2","13.1"
"תל-אביב חוף 04/2005-10/2025","15/01/2023","19.6","13"
"תל-אביב חוף 04/2005-10/2025","16/01/2023","19.3","11.9"
"תל-אביב חוף 04/2005-10/2025","17/01/2023","19","12.2"
"תל-אביב חוף 04/2005-10/2025","18/01/2023","20.8","11.4"
"תל-אביב חוף 04/2005-10/2025","19/01/2023","22.7","11.3"
"תל-אביב חוף 04/2005-10/2025","20/01/2023","22","13"
"תל-אביב חוף 04/2005-10/2025","21/01/2023","19.6","10.9"
"תל-אביב חוף 04/2005-10/2025","22/01/2023","20.2","11.4"
"תל-אביב חוף 04/2005-10/2025","23/01/2023","21.6","12.5"
"תל-אביב חוף 04/2005-10/2025","24/01/2023","23.4","13.9"
"תל-אביב חוף 04/2005-10/2025","25/01/2023","19.4","12.9"
"תל-אביב חוף 04/2005-10/2025","26/01/2023","18.5","10.5"
"תל-אביב חוף 04/2005-10/2025","27/01/2023","24.9","11"
"תל-אביב חוף 04/2005-10/2025","28/01/2023","23.1","18.6"
"תל-אביב חוף 04/2005-10/2025","29/01/2023","20.5","14"
"תל-אביב חוף 04/2005-10/2025","30/01/2023","19.5","13.2"
"תל-אביב חוף 04/2005-10/2025","31/01/2023","17.5","11.9"
"תל-אביב חוף 04/2005-10/2025","01/02/2023","17.2","11.1"
"תל-אביב חוף 04/2005-10/2025","02/02/2023","16.3","12.4"
"תל-אביב חוף 04/2005-10/2025","03/02/2023","16","11.2"
"תל-אביב חוף 04/2005-10/2025","04/02/2023","17.9","11.2"
"תל-אביב חוף 04/2005-10/2025","05/02/2023","18.4","12.2"
"תל-אביב חוף 04/2005-10/2025","06/02/2023","17.1","11.3"
"תל-אביב חוף 04/2005-10/2025","07/02/2023","15.1","10.9"
"תל-אביב חוף 04/2005-10/2025","08/02/2023","14.6","10.1"
"תל-אביב חוף 04/2005-10/2025","09/02/2023","15.1","8"
"תל-אביב חוף 04/2005-10/2025","10/02/2023","18.4","10.2"
"תל-אביב חוף 04/2005-10/2025","11/02/2023","16.7","9.9"
"תל-אביב חוף 04/2005-10/2025","12/02/2023","16.2","9.4"
"תל-אביב חוף 04/2005-10/2025","13/02/2023","16.8","9.9"
"תל-אביב חוף 04/2005-10/2025","14/02/2023","18.2","8.2"
"תל-אביב חוף 04/2005-10/2025","15/02/2023","15.7","9"
"תל-אביב חוף 04/2005-10/2025","16/02/2023","16.1","9.7"
"תל-אביב חוף 04/2005-10/2025","17/02/2023","17","8.5"
"תל-אביב חוף 04/2005-10/2025","18/02/2023","17.6","10.5"
"תל-אביב חוף 04/2005-10/2025","19/02/2023","18.3","9.1"
"תל-אביב חוף 04/2005-10/2025","20/02/2023","19.8","9.7"
"תל-אביב חוף 04/2005-10/2025","21/02/2023","19.5","14.7"
"תל-אביב חוף 04/2005-10/2025","22/02/2023","18.4","10.6"
"תל-אביב חוף 04/2005-10/2025","23/02/2023","19","12.6"
"תל-אביב חוף 04/2005-10/2025","24/02/2023","19.5","12.1"
"תל-אביב חוף 04/2005-10/2025","25/02/2023","19.4","10.8"
"תל-אביב חוף 04/2005-10/2025","26/02/2023","19.5","12.2"
"תל-אביב חוף 04/2005-10/2025","27/02/2023","20.9","14"
"תל-אביב חוף 04/2005-10/2025","28/02/2023","29.1","16.5"
"תל-אביב חוף 04/2005-10/2025","01/03/2023","25.6","20.4"
"תל-אביב חוף 04/2005-10/2025","02/03/2023","25.6","16.2"
"תל-אביב חוף 04/2005-10/2025","03/03/2023","27.2","18.1"
"תל-אביב חוף 04/2005-10/2025","04/03/2023","21.5","13.2"
"תל-אביב חוף 04/2005-10/2025","05/03/2023","31.9","14.9"
"תל-אביב חוף 04/2005-10/2025","06/03/2023","22.8","17.4"
"תל-אביב חוף 04/2005-10/2025","07/03/2023","19.6","13.6"
"תל-אביב חוף 04/2005-10/2025","08/03/2023","20.3","16.3"
"תל-אביב חוף 04/2005-10/2025","09/03/2023","19.9","12.8"
"תל-אביב חוף 04/2005-10/2025","10/03/2023","21.7","11.3"
"תל-אביב חוף 04/2005-10/2025","11/03/2023","22.4","13.2"
"תל-אביב חוף 04/2005-10/2025","12/03/2023","23.4","12.8"
"תל-אביב חוף 04/2005-10/2025","13/03/2023","25.1","15.3"
"תל-אביב חוף 04/2005-10/2025","14/03/2023","19.3","14.3"
"תל-אביב חוף 04/2005-10/2025","15/03/2023","18.3","13.1"
"תל-אביב חוף 04/2005-10/2025","16/03/2023","21.9","12.6"
"תל-אביב חוף 04/2005-10/2025","17/03/2023","21.6","15.9"
"תל-אביב חוף 04/2005-10/2025","18/03/2023","20.2","12.8"
"תל-אביב חוף 04/2005-10/2025","19/03/2023","19.1","14"
"תל-אביב חוף 04/2005-10/2025","20/03/2023","18","12.8"
"תל-אביב חוף 04/2005-10/2025","21/03/2023","19.6","12.9"
"תל-אביב חוף 04/2005-10/2025","22/03/2023","20.1","13.7"
"תל-אביב חוף 04/2005-10/2025","23/03/2023","21.9","15.4"
"תל-אביב חוף 04/2005-10/2025","24/03/2023","23.5","15.8"
"תל-אביב חוף 04/2005-10/2025","25/03/2023","22.6","18.6"
"תל-אביב חוף 04/2005-10/2025","26/03/2023","19.9","17.5"
"תל-אביב חוף 04/2005-10/2025","27/03/2023","20.8","15.1"
"תל-אביב חוף 04/2005-10/2025","28/03/2023","22.3","13.8"
"תל-אביב חוף 04/2005-10/2025","29/03/2023","20.7","16"
"תל-אביב חוף 04/2005-10/2025","30/03/2023","16.9","13.9"
"תל-אביב חוף 04/2005-10/2025","31/03/2023","17.8","14"
"תל-אביב חוף 04/2005-10/2025","01/04/2023","18.9","12.4"
"תל-אביב חוף 04/2005-10/2025","02/04/2023","21.2","12"
"תל-אביב חוף 04/2005-10/2025","03/04/2023","22.8","12.8"
"תל-אביב חוף 04/2005-10/2025","04/04/2023","30.4","16.4"
"תל-אביב חוף 04/2005-10/2025","05/04/2023","21","16.1"
"תל-אביב חוף 04/2005-10/2025","06/04/2023","20.6","15.4"
"תל-אביב חוף 04/2005-10/2025","07/04/2023","27.4","15"
"תל-אביב חוף 04/2005-10/2025","08/04/2023","25.2","16.7"
"תל-אביב חוף 04/2005-10/2025","09/04/2023","31.2","19.7"
"תל-אביב חוף 04/2005-10/2025","10/04/2023","32.2","20.4"
"תל-אביב חוף 04/2005-10/2025","11/04/2023","21.2","17.3"
"תל-אביב חוף 04/2005-10/2025","12/04/2023","18","11.5"
"תל-אביב חוף 04/2005-10/2025","13/04/2023","19.3","12.7"
"תל-אביב חוף 04/2005-10/2025","14/04/2023","21.2","12.5"
"תל-אביב חוף 04/2005-10/2025","15/04/2023","22.5","14.3"
"תל-אביב חוף 04/2005-10/2025","16/04/2023","21.7","16.2"
"תל-אביב חוף 04/2005-10/2025","17/04/2023","23.3","18"
"תל-אביב חוף 04/2005-10/2025","18/04/2023","25.6","18.3"
"תל-אביב חוף 04/2005-10/2025","19/04/2023","27.3","20.8"
"תל-אביב חוף 04/2005-10/2025","20/04/2023","24.4","18.4"
"תל-אביב חוף 04/2005-10/2025","21/04/2023","22.3","15.6"
"תל-אביב חוף 04/2005-10/2025","22/04/2023","20.7","15.2"
"תל-אביב חוף 04/2005-10/2025","23/04/2023","22.4","16.3"
"תל-אביב חוף 04/2005-10/2025","24/04/2023","23.5","16.1"
"תל-אביב חוף 04/2005-10/2025","25/04/2023","22.5","14.8"
"תל-אביב חוף 04/2005-10/2025","26/04/2023","22.9","14.4"
"תל-אביב חוף 04/2005-10/2025","27/04/2023","25","14.8"
"תל-אביב חוף 04/2005-10/2025","28/04/2023","22.4","18.9"
"תל-אביב חוף 04/2005-10/2025","29/04/2023","21","18.2"
"תל-אביב חוף 04/2005-10/2025","30/04/2023","20.9","17.4"
"תל-אביב חוף 04/2005-10/2025","01/05/2023","21.8","14.7"
"תל-אביב חוף 04/2005-10/2025","02/05/2023","22","15.8"
"תל-אביב חוף 04/2005-10/2025","03/05/2023","23.1","17.4"
"תל-אביב חוף 04/2005-10/2025","04/05/2023","26.1","17.4"
"תל-אביב חוף 04/2005-10/2025","05/05/2023","27.9","20.5"
"תל-אביב חוף 04/2005-10/2025","06/05/2023","23.4","19.8"
"תל-אביב חוף 04/2005-10/2025","07/05/2023","22.6","18.5"
"תל-אביב חוף 04/2005-10/2025","08/05/2023","22.9","17.1"
"תל-אביב חוף 04/2005-10/2025","09/05/2023","23.5","17.6"
"תל-אביב חוף 04/2005-10/2025","10/05/2023","22.7","19.1"
"תל-אביב חוף 04/2005-10/2025","11/05/2023","25.2","18.1"
"תל-אביב חוף 04/2005-10/2025","12/05/2023","24.5","21.2"
"תל-אביב חוף 04/2005-10/2025","13/05/2023","23.1","19.9"
"תל-אביב חוף 04/2005-10/2025","14/05/2023","23.6","19.3"
"תל-אביב חוף 04/2005-10/2025","15/05/2023","23.4","19.9"
"תל-אביב חוף 04/2005-10/2025","16/05/2023","26.7","19.3"
"תל-אביב חוף 04/2005-10/2025","17/05/2023","26.2","21.3"
"תל-אביב חוף 04/2005-10/2025","18/05/2023","23.5","20.7"
"תל-אביב חוף 04/2005-10/2025","19/05/2023","24.1","18.3"
"תל-אביב חוף 04/2005-10/2025","20/05/2023","23.8","18.3"
"תל-אביב חוף 04/2005-10/2025","21/05/2023","25.6","18.1"
"תל-אביב חוף 04/2005-10/2025","22/05/2023","30","23"
"תל-אביב חוף 04/2005-10/2025","23/05/2023","26.3","20.8"
"תל-אביב חוף 04/2005-10/2025","24/05/2023","27.4","21.5"
"תל-אביב חוף 04/2005-10/2025","25/05/2023","25.6","20.7"
"תל-אביב חוף 04/2005-10/2025","26/05/2023","25.4","19.2"
"תל-אביב חוף 04/2005-10/2025","27/05/2023","37.6","23.2"
"תל-אביב חוף 04/2005-10/2025","28/05/2023","33.4","22.9"
"תל-אביב חוף 04/2005-10/2025","29/05/2023","24.8","21.6"
"תל-אביב חוף 04/2005-10/2025","30/05/2023","26.2","19.9"
"תל-אביב חוף 04/2005-10/2025","31/05/2023","25","19.3"
"תל-אביב חוף 04/2005-10/2025","01/06/2023","34.7","21"
"תל-אביב חוף 04/2005-10/2025","02/06/2023","41.3","25.4"
"תל-אביב חוף 04/2005-10/2025","03/06/2023","33","22.3"
"תל-אביב חוף 04/2005-10/2025","04/06/2023","25.4","21.3"
"תל-אביב חוף 04/2005-10/2025","05/06/2023","25.9","20.1"
"תל-אביב חוף 04/2005-10/2025","06/06/2023","25.9","20.5"
"תל-אביב חוף 04/2005-10/2025","07/06/2023","26.9","22"
"תל-אביב חוף 04/2005-10/2025","08/06/2023","26.2","22.1"
"תל-אביב חוף 04/2005-10/2025","09/06/2023","35.1","23.7"
"תל-אביב חוף 04/2005-10/2025","10/06/2023","26.8","23.3"
"תל-אביב חוף 04/2005-10/2025","11/06/2023","25.7","22.1"
"תל-אביב חוף 04/2005-10/2025","12/06/2023","26.7","21.4"
"תל-אביב חוף 04/2005-10/2025","13/06/2023","26.7","21.8"
"תל-אביב חוף 04/2005-10/2025","14/06/2023","27","22.6"
"תל-אביב חוף 04/2005-10/2025","15/06/2023","26.5","22.3"
"תל-אביב חוף 04/2005-10/2025","16/06/2023","27.3","21.9"
"תל-אביב חוף 04/2005-10/2025","17/06/2023","30.8","23.9"
"תל-אביב חוף 04/2005-10/2025","18/06/2023","26.8","23.5"
"תל-אביב חוף 04/2005-10/2025","19/06/2023","26.3","21.8"
"תל-אביב חוף 04/2005-10/2025","20/06/2023","27.1","22.5"
"תל-אביב חוף 04/2005-10/2025","21/06/2023","27.7","22.8"
"תל-אביב חוף 04/2005-10/2025","22/06/2023","27.6","23.1"
"תל-אביב חוף 04/2005-10/2025","23/06/2023","28.4","22.6"
"תל-אביב חוף 04/2005-10/2025","24/06/2023","29.1","23"
"תל-אביב חוף 04/2005-10/2025","25/06/2023","28.2","22.5"
"תל-אביב חוף 04/2005-10/2025","26/06/2023","28.4","22.3"
"תל-אביב חוף 04/2005-10/2025","27/06/2023","27.6","23"
"תל-אביב חוף 04/2005-10/2025","28/06/2023","28.3","22.3"
"תל-אביב חוף 04/2005-10/2025","29/06/2023","28.5","23.3"
"תל-אביב חוף 04/2005-10/2025","30/06/2023","28.2","23.6"
"תל-אביב חוף 04/2005-10/2025","01/07/2023","29","23.9"
"תל-אביב חוף 04/2005-10/2025","02/07/2023","27.9","24.1"
"תל-אביב חוף 04/2005-10/2025","03/07/2023","29","22.9"
"תל-אביב חוף 04/2005-10/2025","04/07/2023","29.3","23.3"
"תל-אביב חוף 04/2005-10/2025","05/07/2023","29.6","23.7"
"תל-אביב חוף 04/2005-10/2025","06/07/2023","28.8","25.5"
"תל-אביב חוף 04/2005-10/2025","07/07/2023","29.4","25"
"תל-אביב חוף 04/2005-10/2025","08/07/2023","29.6","25"
"תל-אביב חוף 04/2005-10/2025","09/07/2023","29.8","26.2"
"תל-אביב חוף 04/2005-10/2025","10/07/2023","29.8","26.6"
"תל-אביב חוף 04/2005-10/2025","11/07/2023","30.1","26.4"
"תל-אביב חוף 04/2005-10/2025","12/07/2023","29.6","24.7"
"תל-אביב חוף 04/2005-10/2025","13/07/2023","30.6","25.1"
"תל-אביב חוף 04/2005-10/2025","14/07/2023","30.9","24.8"
"תל-אביב חוף 04/2005-10/2025","15/07/2023","30.8","25.6"
"תל-אביב חוף 04/2005-10/2025","16/07/2023","31.6","25.5"
"תל-אביב חוף 04/2005-10/2025","17/07/2023","31.8","26.2"
"תל-אביב חוף 04/2005-10/2025","18/07/2023","31.1","24.9"
"תל-אביב חוף 04/2005-10/2025","19/07/2023","31.2","25.3"
"תל-אביב חוף 04/2005-10/2025","20/07/2023","32.2","25.2"
"תל-אביב חוף 04/2005-10/2025","21/07/2023","31.2","25.2"
"תל-אביב חוף 04/2005-10/2025","22/07/2023","31","24.3"
"תל-אביב חוף 04/2005-10/2025","23/07/2023","31.5","26.2"
"תל-אביב חוף 04/2005-10/2025","24/07/2023","31.9","26.8"
"תל-אביב חוף 04/2005-10/2025","25/07/2023","32.4","27.4"
"תל-אביב חוף 04/2005-10/2025","26/07/2023","33.3","26.7"
"תל-אביב חוף 04/2005-10/2025","27/07/2023","33.3","25.5"
"תל-אביב חוף 04/2005-10/2025","28/07/2023","33","25.8"
"תל-אביב חוף 04/2005-10/2025","29/07/2023","31.8","26.1"
"תל-אביב חוף 04/2005-10/2025","30/07/2023","31.3","26.5"
"תל-אביב חוף 04/2005-10/2025","31/07/2023","31.7","25.8"
"תל-אביב חוף 04/2005-10/2025","01/08/2023","32.2","26.3"
"תל-אביב חוף 04/2005-10/2025","02/08/2023","32.1","25.7"
"תל-אביב חוף 04/2005-10/2025","03/08/2023","31.5","25.6"
"תל-אביב חוף 04/2005-10/2025","04/08/2023","31.2","25.8"
"תל-אביב חוף 04/2005-10/2025","05/08/2023","31.6","26.2"
"תל-אביב חוף 04/2005-10/2025","06/08/2023","31.4","25.4"
"תל-אביב חוף 04/2005-10/2025","07/08/2023","33.1","25.2"
"תל-אביב חוף 04/2005-10/2025","08/08/2023","31.1","26.6"
"תל-אביב חוף 04/2005-10/2025","09/08/2023","31.6","27.1"
"תל-אביב חוף 04/2005-10/2025","10/08/2023","31.5","27.1"
"תל-אביב חוף 04/2005-10/2025","11/08/2023","31.9","27.2"
"תל-אביב חוף 04/2005-10/2025","12/08/2023","30","27.8"
"תל-אביב חוף 04/2005-10/2025","13/08/2023","32.1","28.7"
"תל-אביב חוף 04/2005-10/2025","14/08/2023","","29.3"
"תל-אביב חוף 04/2005-10/2025","15/08/2023","",""
"תל-אביב חוף 04/2005-10/2025","16/08/2023","",""
"תל-אביב חוף 04/2005-10/2025","17/08/2023","",""
"תל-אביב חוף 04/2005-10/2025","18/08/2023","",""
"תל-אביב חוף 04/2005-10/2025","19/08/2023","",""
"תל-אביב חוף 04/2005-10/2025","20/08/2023","31.5",""
"תל-אביב חוף 04/2005-10/2025","21/08/2023","31.2","27.1"
"תל-אביב חוף 04/2005-10/2025","22/08/2023","30.9","26.8"
"תל-אביב חוף 04/2005-10/2025","23/08/2023","31.2","26.9"
"תל-אביב חוף 04/2005-10/2025","24/08/2023","31.2","27.2"
"תל-אביב חוף 04/2005-10/2025","25/08/2023","30.8","26"
"תל-אביב חוף 04/2005-10/2025","26/08/2023","30.4","26.2"
"תל-אביב חוף 04/2005-10/2025","27/08/2023","30.9","26"
"תל-אביב חוף 04/2005-10/2025","28/08/2023","31","25.8"
"תל-אביב חוף 04/2005-10/2025","29/08/2023","30.7","27.7"
"תל-אביב חוף 04/2005-10/2025","30/08/2023","31.3","25.2"
"תל-אביב חוף 04/2005-10/2025","31/08/2023","31.4","24.2"
"תל-אביב חוף 04/2005-10/2025","01/09/2023","31.7","25.8"
"תל-אביב חוף 04/2005-10/2025","02/09/2023","30.4","26"
"תל-אביב חוף 04/2005-10/2025","03/09/2023","30.9","26"
"תל-אביב חוף 04/2005-10/2025","04/09/2023","30.5","25.1"
"תל-אביב חוף 04/2005-10/2025","05/09/2023","33","25.6"
"תל-אביב חוף 04/2005-10/2025","06/09/2023","32.6","26"
"תל-אביב חוף 04/2005-10/2025","07/09/2023","31.8","25.1"
"תל-אביב חוף 04/2005-10/2025","08/09/2023","33.1","25.8"
"תל-אביב חוף 04/2005-10/2025","09/09/2023","31","27.5"
"תל-אביב חוף 04/2005-10/2025","10/09/2023","31.3","26"
"תל-אביב חוף 04/2005-10/2025","11/09/2023","32.2","25.5"
"תל-אביב חוף 04/2005-10/2025","12/09/2023","32.8","28.4"
"תל-אביב חוף 04/2005-10/2025","13/09/2023","29.8","23.8"
"תל-אביב חוף 04/2005-10/2025","14/09/2023","30.1","24.1"
"תל-אביב חוף 04/2005-10/2025","15/09/2023","30.5","23.3"
"תל-אביב חוף 04/2005-10/2025","16/09/2023","30.9","23.7"
"תל-אביב חוף 04/2005-10/2025","17/09/2023","30.1","23.6"
"תל-אביב חוף 04/2005-10/2025","18/09/2023","29.9","23.4"
"תל-אביב חוף 04/2005-10/2025","19/09/2023","30","23.2"
"תל-אביב חוף 04/2005-10/2025","20/09/2023","30.5","24.5"
"תל-אביב חוף 04/2005-10/2025","21/09/2023","30.9","25.8"
"תל-אביב חוף 04/2005-10/2025","22/09/2023","30.9","24.7"
"תל-אביב חוף 04/2005-10/2025","23/09/2023","31.1","25.5"
"תל-אביב חוף 04/2005-10/2025","24/09/2023","30.1","24.7"
"תל-אביב חוף 04/2005-10/2025","25/09/2023","30.3","23.7"
"תל-אביב חוף 04/2005-10/2025","26/09/2023","29.9","23"
"תל-אביב חוף 04/2005-10/2025","27/09/2023","30.4","23.6"
"תל-אביב חוף 04/2005-10/2025","28/09/2023","30.3","23.4"
"תל-אביב חוף 04/2005-10/2025","29/09/2023","30.7","24.5"
"תל-אביב חוף 04/2005-10/2025","30/09/2023","31.4","23.5"
"תל-אביב חוף 04/2005-10/2025","01/10/2023","29.5","26"
"תל-אביב חוף 04/2005-10/2025","02/10/2023","28.9","23.2"
"תל-אביב חוף 04/2005-10/2025","03/10/2023","29.7","22.7"
"תל-אביב חוף 04/2005-10/2025","04/10/2023","29.7","23.4"
"תל-אביב חוף 04/2005-10/2025","05/10/2023","29.5","24.5"
"תל-אביב חוף 04/2005-10/2025","06/10/2023","29","25.6"
"תל-אביב חוף 04/2005-10/2025","07/10/2023","29.5","22.3"
"תל-אביב חוף 04/2005-10/2025","08/10/2023","29.6","23.6"
"תל-אביב חוף 04/2005-10/2025","09/10/2023","27.8","23.7"
"תל-אביב חוף 04/2005-10/2025","10/10/2023","29.9","25"
"תל-אביב חוף 04/2005-10/2025","11/10/2023","28.7","21.6"
"תל-אביב חוף 04/2005-10/2025","12/10/2023","28.6","22.2"
"תל-אביב חוף 04/2005-10/2025","13/10/2023","28.9","21.5"
"תל-אביב חוף 04/2005-10/2025","14/10/2023","28.8","21.9"
"תל-אביב חוף 04/2005-10/2025","15/10/2023","26.3","21.3"
"תל-אביב חוף 04/2005-10/2025","16/10/2023","28.5","21.5"
"תל-אביב חוף 04/2005-10/2025","17/10/2023","28","20.3"
"תל-אביב חוף 04/2005-10/2025","18/10/2023","27.8","20.5"
"תל-אביב חוף 04/2005-10/2025","19/10/2023","28.2","20.6"
"תל-אביב חוף 04/2005-10/2025","20/10/2023","28.3","21.5"
"תל-אביב חוף 04/2005-10/2025","21/10/2023","27.3","19.7"
"תל-אביב חוף 04/2005-10/2025","22/10/2023","29.1","22"
"תל-אביב חוף 04/2005-10/2025","23/10/2023","29.1","22"
"תל-אביב חוף 04/2005-10/2025","24/10/2023","28.7","22.7"
"תל-אביב חוף 04/2005-10/2025","25/10/2023","30.4","21.3"
"תל-אביב חוף 04/2005-10/2025","26/10/2023","31.3","22.4"
"תל-אביב חוף 04/2005-10/2025","27/10/2023","33.2","23.9"
"תל-אביב חוף 04/2005-10/2025","28/10/2023","29.2","23.4"
"תל-אביב חוף 04/2005-10/2025","29/10/2023","32.7","24.4"
"תל-אביב חוף 04/2005-10/2025","30/10/2023","32.2","25.3"
"תל-אביב חוף 04/2005-10/2025","31/10/2023","32.4","25.6"
"תל-אביב חוף 04/2005-10/2025","01/11/2023","29.3","23.5"
"תל-אביב חוף 04/2005-10/2025","02/11/2023","28.7","22.4"
"תל-אביב חוף 04/2005-10/2025","03/11/2023","28","22.2"
"תל-אביב חוף 04/2005-10/2025","04/11/2023","27.3","19"
"תל-אביב חוף 04/2005-10/2025","05/11/2023","28","20.1"
"תל-אביב חוף 04/2005-10/2025","06/11/2023","27.4","20"
"תל-אביב חוף 04/2005-10/2025","07/11/2023","27.3","18.8"
"תל-אביב חוף 04/2005-10/2025","08/11/2023","26.1","18.5"
"תל-אביב חוף 04/2005-10/2025","09/11/2023","27.2","18.9"
"תל-אביב חוף 04/2005-10/2025","10/11/2023","27.7","20"
"תל-אביב חוף 04/2005-10/2025","11/11/2023","27.1","19.3"
"תל-אביב חוף 04/2005-10/2025","12/11/2023","30.2","21.4"
"תל-אביב חוף 04/2005-10/2025","13/11/2023","29.2","22.6"
"תל-אביב חוף 04/2005-10/2025","14/11/2023","26.9","19.7"
"תל-אביב חוף 04/2005-10/2025","15/11/2023","25.6","18.6"
"תל-אביב חוף 04/2005-10/2025","16/11/2023","25.8","18.2"
"תל-אביב חוף 04/2005-10/2025","17/11/2023","26.2","19.5"
"תל-אביב חוף 04/2005-10/2025","18/11/2023","26.1","18.9"
"תל-אביב חוף 04/2005-10/2025","19/11/2023","23.8","16.4"
"תל-אביב חוף 04/2005-10/2025","20/11/2023","22.3","16.8"
"תל-אביב חוף 04/2005-10/2025","21/11/2023","24.5","17.4"
"תל-אביב חוף 04/2005-10/2025","22/11/2023","25.4","17.3"
"תל-אביב חוף 04/2005-10/2025","23/11/2023","25.5","17.6"
"תל-אביב חוף 04/2005-10/2025","24/11/2023","25.2","16.2"
"תל-אביב חוף 04/2005-10/2025","25/11/2023","24.5","16.5"
"תל-אביב חוף 04/2005-10/2025","26/11/2023","24.2","19.6"
"תל-אביב חוף 04/2005-10/2025","27/11/2023","23.2","17.2"
"תל-אביב חוף 04/2005-10/2025","28/11/2023","20.2","17.1"
"תל-אביב חוף 04/2005-10/2025","29/11/2023","22.7","14.3"
"תל-אביב חוף 04/2005-10/2025","30/11/2023","23.4","14.6"
"תל-אביב חוף 04/2005-10/2025","01/12/2023","22.5","14"
"תל-אביב חוף 04/2005-10/2025","02/12/2023","23.2","13.8"
"תל-אביב חוף 04/2005-10/2025","03/12/2023","26.5","14.9"
"תל-אביב חוף 04/2005-10/2025","04/12/2023","26.7","17.8"
"תל-אביב חוף 04/2005-10/2025","05/12/2023","23.6","18.2"
"תל-אביב חוף 04/2005-10/2025","06/12/2023","22","18.4"
"תל-אביב חוף 04/2005-10/2025","07/12/2023","22.3","17.6"
"תל-אביב חוף 04/2005-10/2025","08/12/2023","24.7","14.9"
"תל-אביב חוף 04/2005-10/2025","09/12/2023","21.8","15"
"תל-אביב חוף 04/2005-10/2025","10/12/2023","22.8","14.2"
"תל-אביב חוף 04/2005-10/2025","11/12/2023","23.3","14.3"
"תל-אביב חוף 04/2005-10/2025","12/12/2023","22.6","13.3"
"תל-אביב חוף 04/2005-10/2025","13/12/2023","21.5","15.1"
"תל-אביב חוף 04/2005-10/2025","14/12/2023","22.6","15.3"
"תל-אביב חוף 04/2005-10/2025","15/12/2023","23.4","14.8"
"תל-אביב חוף 04/2005-10/2025","16/12/2023","23.4","14.6"
"תל-אביב חוף 04/2005-10/2025","17/12/2023","23.4","14"
"תל-אביב חוף 04/2005-10/2025","18/12/2023","22.8","14.5"
"תל-אביב חוף 04/2005-10/2025","19/12/2023","21.5","14.4"
"תל-אביב חוף 04/2005-10/2025","20/12/2023","23.6","15"
"תל-אביב חוף 04/2005-10/2025","21/12/2023","24.9","18.4"
"תל-אביב חוף 04/2005-10/2025","22/12/2023","20.3","14.4"
"תל-אביב חוף 04/2005-10/2025","23/12/2023","20","16.4"
"תל-אביב חוף 04/2005-10/2025","24/12/2023","19.5","15.6"
"תל-אביב חוף 04/2005-10/2025","25/12/2023","22.7","14.9"
"תל-אביב חוף 04/2005-10/2025","26/12/2023","24","14.3"
"תל-אביב חוף 04/2005-10/2025","27/12/2023","24.5","16.9"
"תל-אביב חוף 04/2005-10/2025","28/12/2023","20.9","15.2"
"תל-אביב חוף 04/2005-10/2025","29/12/2023","22.6","15.4"
"תל-אביב חוף 04/2005-10/2025","30/12/2023","23.2","15.4"
"תל-אביב חוף 04/2005-10/2025","31/12/2023","21.5","14.5"
"תל-אביב חוף 04/2005-10/2025","01/01/2024","21.5","12.9"
"תל-אביב חוף 04/2005-10/2025","02/01/2024","21.1","14.2"
"תל-אביב חוף 04/2005-10/2025","03/01/2024","20.4","14.4"
"תל-אביב חוף 04/2005-10/2025","04/01/2024","21.3","14.4"
